Value_for_money_rating,Facilities_rating,Breakfast,Room Type,Guests nb,Staff_rating,Distance from center,Score,Cleanliness_rating,Cancellation,Comfort_rating,Price,NbReviews,Location_rating,Stars,env_vars
-0.22417722394574097,-0.08517653082074324,0.1187457387559164,0.034717466018248135,0.10318122499883155,-0.0914432322486431,0.05731107090203855,-0.1337175067386037,-0.08613441205828848,-0.07440476183732946,-0.06973457675722003,0.20753293955282753,0.1980114750855784,0.020846461693449957,-0.014011235128505418,Domestic Beer (0.5 liter draught)
-0.22624809668815649,-0.07684882202947856,0.1314063038757618,0.007025167731715884,0.2424729180694655,-0.15294734762762818,0.04783498601136508,-0.14114102042065327,-0.09517361523459063,-0.009306336180940636,-0.06777039792608344,0.15727241346324555,-0.013069268050424932,-0.008720533420527239,-0.052838868074364304,"Rice (white), (1kg)"
-0.22755712456249985,-0.1258598453465333,0.025775700734262393,0.011944679036641332,0.07288856821565524,-0.13672969451415692,0.07582116443757085,-0.17964130350561414,-0.12905598832613752,-0.0008593446081377816,-0.09928953482569446,0.11531610958203264,0.059084055082031975,-0.04472326119590977,0.035563143801452646,Domestic Beer (0.5 liter bottle)
-0.2279140534128576,-0.06197008152518547,0.08606943629119079,-0.015916612812330984,0.20968555170319408,-0.1763775955187656,0.21762273330326476,-0.14612052728822214,-0.09922984483987482,0.025486100990074465,-0.053416935246925555,0.1810646382833783,-0.1199080873505132,-0.08594462032172252,0.0719285617391897,Bottle of Wine (Mid-Range)
-0.22901301279182562,-0.0880587953265233,0.14684629887095169,0.02430968721789133,0.19880597432764505,-0.14453891521052978,0.01243506433942745,-0.14000063597492796,-0.0896932869181291,-0.016136710333682042,-0.07486857270803947,0.15451348895187877,0.020540999765308106,0.0018990773963627875,-0.03849663899580136,Lettuce (1 head)
-0.23298354380952196,-0.05989396073014258,0.13174450217235917,-0.002114845495346428,0.23941187947269976,-0.13831973676292403,0.06890247018096188,-0.14343014715647626,-0.0791505942036277,0.0037174642290903914,-0.04823114352074995,0.15516069336755983,-0.053542821615835776,-0.023540022737760756,-0.034590754588297044,Oranges (1kg)
-0.23743011434936148,-0.06514390530087473,0.14290806151450572,0.0077968136162564865,0.2559684207389432,-0.13295109486184364,0.080927918511393,-0.14247291919428226,-0.08069622390013402,-0.011059148598310071,-0.0583015495429545,0.1519270349087579,-0.0732232918456896,-0.026036026579204733,-0.04570690672318396,Onion (1kg)
-0.2384744902287441,-0.10227329894257337,0.1327858862190719,0.02921532508022472,0.12418752776490659,-0.11642664621356125,-0.004894540008036807,-0.14619667616663515,-0.08990951913484659,-0.06833037472917955,-0.0817806694129375,0.15600443502442185,0.18591282149398788,0.027006567251106173,-0.05900450905705206,"Meal for 2 People, Mid-range Restaurant, Three-course"
-0.2400670558002306,-0.14686564324839427,0.11492229085080052,0.03887137896907426,0.01697480035819246,-0.12701236417792292,-0.12109072763513228,-0.19539392736280325,-0.12030776254690313,-0.08802203977663423,-0.13023977001703765,0.10284192552612714,0.2569288405814762,-0.017098127015840372,-0.03754516748457146,One-way Ticket (Local Transport)
-0.24212975050332777,-0.09796250954223257,0.043750626922464994,-0.009375454223362976,0.1627382551637301,-0.17396701008434637,0.19876983007145527,-0.17205878849125353,-0.12574462950662282,0.04163456541580412,-0.08674409770751579,0.1399082354353104,-0.060116720417807704,-0.09023686305599382,0.05650382020918416,Imported Beer (0.33 liter bottle)_x
-0.242957308274904,-0.07428851921346183,0.1627859801646221,0.005359436509799446,0.24643886250811572,-0.14957702769305734,0.09040104255546838,-0.14099975721523875,-0.08751801793544305,-0.0147148499976339,-0.06574956283140986,0.16667645708900947,-0.02946508477170348,-0.019281164277763187,-0.041058018613987224,Loaf of Fresh White Bread (500g)
-0.243897967422564,-0.11081564135020514,0.11748325496033434,0.026432454610600817,0.16010093426299432,-0.12526376486808913,-0.02639716580797338,-0.16416615381645563,-0.10063408375785435,-0.06768427743115817,-0.09344870483572108,0.1405338633972466,0.16214260700150335,0.011033841977205609,-0.1094595946568063,"Meal, Inexpensive Restaurant"
-0.2451908283161696,-0.07933423730601907,0.14115601023039795,0.0012465808428878261,0.2486851399595483,-0.14764489522834479,0.08583425165335702,-0.1578847967321972,-0.09270730089041526,-0.002959573998764769,-0.06772227732463099,0.15219619720697863,-0.05087012428098237,-0.0348097169430582,-0.04974495828871641,Potato (1kg)
-0.24787058898260095,-0.08160065178841451,0.14207808686822448,-5.034106215961152e-06,0.15440119256302767,-0.1465404554011639,0.035067735512415515,-0.13970572153007188,-0.08416980256331134,-0.024618400962529558,-0.05781556625760511,0.15621298622352092,0.060516352569808,-0.0032578285195372417,0.0033079860636763235,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child"
-0.2518051545321951,-0.06436608807125879,0.14807066909433322,0.010852194400941418,0.2017579103579919,-0.15614174125468472,0.16411852911753783,-0.14606770885131035,-0.09444113713228601,-0.037122833740580535,-0.06478131692208507,0.20526295059379782,0.06311164928882547,-0.024389147508808946,0.016068829114206845,Cappuccino (regular)
